"définition";-0.26973;0.01768;-0.55836;0.11846
"plusieurs";0.0548;0.0042;0.3238;0.22906
"donc";-0.28648;0.08228;-0.18304;0.05251
"réfléchir";0.67224;0.1373;0.40555;0.07812
"réaliser";0.44965;0.172;0.04409;0.00259
"face";-0.03205;0.00122;-0.2902;0.15599
"perspective";-0.12113;0.0263;-0.25531;0.18266
"condition";-0.24768;0.08014;0.19368;0.07661
"troisième";1.15008;1.56725;-0.47796;0.42316
"texte";0.05595;0.00266;-0.15559;0.03219
"interroger";0.29481;0.07922;-0.19528;0.05433
"activité";-0.16085;0.03616;-0.03033;0.00201
"démographique";-0.96972;1.82851;-0.48159;0.705
"médias";-0.27987;0.0119;0.43441;0.04482
"vers";-0.20716;0.07302;0.02168;0.00125
"éviter";0.01239;0.00025;-0.61903;0.98282
"association";-0.25829;0.02635;0.46111;0.13128
"tel";-0.44837;0.23821;-0.18642;0.06437
"image";-0.04155;0.00236;0.28235;0.17039
"universel";0.37293;0.09719;0.01789;0.00035
"finalité";1.58447;0.15255;-1.28116;0.15591
"autrui";0.28129;0.0024;1.12843;0.06048
"moyen";-0.44239;0.26758;-0.03467;0.00257
"régime";1.00147;1.15792;-0.20319;0.07451
"rendre";-0.07153;0.00715;-0.00727;0.00012
"devenir";-0.12349;0.02317;0.14526;0.05011
"origine";-0.19401;0.0446;0.23127;0.09907
"spatial";0.27813;0.14337;0.06976;0.0141
"analyser";-0.10828;0.00962;-0.39593;0.20102
"notre";0.24251;0.03216;-0.48337;0.19975
"conflit";0.35499;0.22972;-0.52299;0.77944
"Histoire";0.19764;0.06527;-0.29108;0.22134
"aujourd'hui";-0.28345;0.08056;-0.05745;0.00517
"flux";0.20995;0.07902;1.0402;3.03206
"conduire";0.11695;0.01621;0.1003;0.01863
"www";0.43697;0.33647;-0.20435;0.11504
"objet";0.40393;0.08923;-0.06033;0.00311
"cur";-0.17562;0.02343;0.24165;0.06934
"ordre";-0.39616;0.21935;0.02833;0.00175
"conquête";-0.36858;0.14446;-0.01998;0.00066
"exprimer";0.00809;2e-05;0.0594;0.00184
"global";-0.49481;0.40912;-0.27009;0.19056
"analyse";-0.03505;0.00142;-0.10939;0.0216
"différence";0.11433;0.00357;0.47513;0.0965
"support";-0.10168;0.01414;0.29734;0.18896
"particulièrement";0.21545;0.05782;-0.22804;0.10126
"régional";0.44431;0.33588;-0.17794;0.08422
"évidence";-0.46467;0.23616;-0.01754;0.00053
"empire";-0.73306;0.93063;-0.33771;0.30876
"expliquer";-0.18322;0.02244;-0.17719;0.03281
"pauvre";-0.71738;0.92252;-0.10668;0.03189
